subject_id,test_session_number,cumulative_train_trials,test_trials,opt_sigma_alpha,opt_sigma_beta,mmlpf_nll,psytrack_nll,base_nll,mmlpf_nll_per_trial,psytrack_nll_per_trial,base_nll_per_trial,mmlpf_bits,psytrack_bits,base_bits,diff_bits,ci_lo,ci_hi,separates,mean_alpha,mean_beta,max_beta,frac_beta_at_clip,opt_sigma_phi,mmlpf_persev_bits,mean_phi,max_beta_persev,diff_persev_bits,choice_autocorr,seconds,error,total_trials,ignored,valid_trials,ignored_frac
695950,4,1182,448,0.1995390609787782,0.1998833314283626,153.08651413812186,131.0268860377098,338.2236458107797,0.3417109690583077,0.2924707277627451,0.7549634951133476,0.4929847204777826,0.4219460685484984,1.0891820904522258,-0.0710386519292841,-0.1900386434623583,0.0185994234988813,False,0.0935637779967517,41.706155838488925,96.17747731653886,0.0089285714285714,0.0566182720638544,0.4569599743728491,0.492866226363256,91.02343349523429,-0.0350139058243508,0.7637433046830087,177.7,,469,21,448,0.04477611940298507
695950,5,1630,336,0.1836759210830429,0.1967302024194571,103.4657154289456,91.1413438656045,236.95476868032011,0.3079336768718619,0.2712539996000133,0.705222525834286,0.4442543885457397,0.391336800044236,1.0174210407443134,-0.0529175885015036,-0.1367579621555481,0.0450952423850909,False,0.3098791197550892,24.85445150717523,70.98196538815105,0.0,0.0566182720638544,0.4153845589471862,0.3616135604285685,67.65297293665866,-0.0240477589029501,0.781522039456188,170.2,,378,42,336,0.1111111111111111
695950,6,1966,408,0.1997706643810842,0.1987350278133741,182.16488344358743,131.50489499157462,282.1592462530741,0.4464825574597731,0.3223159190969968,0.6915667800320444,0.6441381714906363,0.4650035780808056,0.9977199639957792,-0.1791345934098306,-0.3341033644674111,-0.0622444877418168,True,0.2270138424844398,15.933507369443182,56.99229476022924,0.0,0.0566182720638544,0.5168571747498686,1.2860298926177152,67.87474010229701,-0.0518535966690629,0.7724060800162675,186.8,,422,14,408,0.03317535545023697
695950,7,2374,374,0.1762754691105341,0.1968326103706597,194.63978788010076,111.44896253149884,262.29103662294904,0.520427240321125,0.2979918784264675,0.7013129321469226,0.7508177987548158,0.4299114052310516,1.0117806893196633,-0.3209063935237642,-0.506268308636458,-0.1822456848797163,True,0.3038397142980493,9.093119943292631,39.46462193693956,0.0,0.0566182720638544,0.5080290877938654,1.4747215726240623,48.577706527865374,-0.0781176825628136,0.7963523574956319,192.2,,431,57,374,0.13225058004640372
695950,8,2748,304,0.1928838706193467,0.194835223808664,164.1027165306064,144.94112779623467,213.43790234277355,0.5398115675348896,0.4767800256455088,0.7020983629696499,0.7787834714970829,0.6878481785936884,1.0129138264725734,-0.0909352929033944,-0.219592464788108,0.0431605324243524,False,0.1270310423701937,18.118632718800736,78.36231402942113,0.0,0.1675849275271289,0.7286954289604374,0.870122478228049,84.16393142817164,-0.040847250366749,0.3988095238095238,257.6,,389,85,304,0.2185089974293059
695950,9,3052,306,0.1946828721102965,0.1979334508589411,65.73316716796245,65.78628939493075,208.20596035543983,0.2148142717907269,0.2149878738396429,0.6804116351484962,0.3099114846246557,0.310161939439715,0.9816264917918862,0.0002504548150592,-0.0884558146444131,0.0860612892241005,False,0.383175708340788,29.08166238862318,60.41845371862591,0.0,0.0566182720638544,0.3030734977567054,0.3848317465905497,97.4037815184153,0.0070884416830095,0.8496500049295078,369.3,,428,122,306,0.2850467289719626
695950,10,3358,308,0.1976631039095817,0.1920360720032959,118.02864541013663,71.70805256130032,212.57278683571263,0.3832098876952488,0.2328183524717544,0.6901713858302359,0.5528550045975521,0.3358858825389389,0.9957068357007448,-0.2169691220586131,-0.3398470425607584,-0.0904727790152085,True,0.2403557386218185,31.49013860157722,84.5861383620827,0.0,0.0566182720638544,0.4128658410815421,1.5285519862645358,56.28608344713041,-0.0769799585426031,0.8492613635282057,345.1,,562,254,308,0.45195729537366547
741210,2,543,399,0.1535519386031181,0.184696206033225,241.7199043121092,192.7914506735195,276.17724766721045,0.6058142965215769,0.4831865931667158,0.6921735530506528,0.874005281291315,0.6970909017856541,0.9985953524206704,-0.176914379505661,-0.1979243495991942,-0.0254865014614577,True,0.5903338708100736,6.033212662009816,25.29309107000955,0.0,0.0260887182984891,0.7398177858340157,0.9369327877361576,49.97290193922385,-0.0427268840483616,0.6270010131712258,112.2,,408,9,399,0.022058823529411766
741210,3,942,402,0.1732297932701014,0.1838839536837591,173.7488611707249,154.7694856856898,277.8961320875392,0.4322110974396141,0.3849987206111683,0.6912839106655203,0.6235488068933078,0.5554357449743281,0.9973118697634754,-0.0681130619189795,-0.1517090982512019,0.0087454352656046,False,0.3163948441659942,18.083918484397593,50.35083546981497,0.0,0.1697002992526117,0.5885055369255765,1.1705114258417937,43.69160816528648,-0.0330697919512483,0.694280614458991,91.0,,463,61,402,0.13174946004319654
741210,4,1344,329,0.1871673931156672,0.1863028345826344,126.08849252417892,83.2320476074487,226.3184947850087,0.3832476976418812,0.2529849471351026,0.687898160440756,0.5529095528200549,0.3649801286513692,0.9924272647045193,-0.1879294241686857,-0.4617257524254362,-0.0283492817743294,True,0.217731487394345,23.336667815086248,68.88501105881123,0.0,0.0989726125158061,0.3882651814337952,1.6575040090930957,74.18663138654321,-0.0232850527824259,0.8385582311070725,108.0,,416,87,329,0.2091346153846154
